System,Teff,Teff_errup,Teff_errdn,Pflag,SOCatflag,lambdadeg,lambdadeg_errup,lambdadeg_errdn,psi,psi_errup,psi_errdn,Ref,Author_string,Ephemeris_reference,Ephemeris_Url,Method,Model,pl_letter,TIC,Gaia DR3,sep,sep_err,sep_ref,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag
TOI-1431,7690,400,250,y,y,-155,20,10,-999,-999,-999,Stangret et al. (2021),Stangret_et_al._(2021),2021A+A...654A..73S,https://ui.adsabs.harvard.edu/abs/2021A%26A...654A..73S,RM,Ohta+2005,b,TIC 375506058,Gaia DR3 2188906825165621120,,,,0,
TOI-1478,5597,83,82,y,y,6.2,5.9,5.5,-999,-999,-999,Rice et al. (2022),Rice_et_al._(2022),2022AJ....164..104R,https://ui.adsabs.harvard.edu/abs/2022AJ....164..104R,RM,Ellc,b,TIC 409794137,Gaia DR3 5723638723350902400,,,,0,
TOI-1518,7300,100,100,n,n,240.34,0.93,0.98,-999,-999,-999,Cabot et al. (2021),Cabot_et_al._(2021),2021AJ....162..218C,https://ui.adsabs.harvard.edu/abs/2021AJ....162..218C,DT,,b,TIC 427761355,Gaia DR3 2210596444367488384,,,,0,
TOI-1518,7300,100,100,n,n,-118.96,0.68,0.65,-999,-999,-999,Watanabe et al. (2024) 2020 data,Watanabe_et_al._(2024)_2020_data,arXiv:2402.17325,https://ui.adsabs.harvard.edu/abs/arXiv:2402.17325,DT,#N/A,b,TIC 427761355,Gaia DR3 2210596444367488384,,,,0,
TOI-1518,7300,100,100,y,y,-117.24,0.64,0.69,-999,-999,-999,Watanabe et al. (2024) 2023 data,Watanabe_et_al._(2024)_2023_data,arXiv:2402.17325,https://ui.adsabs.harvard.edu/abs/arXiv:2402.17325,RM,#N/A,b,TIC 427761355,Gaia DR3 2210596444367488384,,,,0,
TOI-1670c,6170,61,61,y,y,-0.3,2.2,2.2,-999,-999,-999,Lubin et al. (2023),Lubin_et_al._(2023),2023ApJ...959L...1H,https://ui.adsabs.harvard.edu/abs/2023ApJ...959L...1H,RM,Hirano2011,c,TIC 441739020,Gaia DR3 1651911084230149248,,,,0,
TOI-1694,5135,50,50,y,y,9,22,18,-999,-999,-999,Handley et al. (2025),Handley_et_al._(2025),2025AJ....169..212H,https://ui.adsabs.harvard.edu/abs/2025AJ....169..212H,RM,Hirnao2011,b,TIC 396740648,Gaia DR3 1104269596843209472,,,,0,
TOI-1759,4065,51,51,y,y,4,19,18,24,12,11,Polanski et al. (2025),Polanski_et_al._(2025),arXiv:2507.04291,https://ui.adsabs.harvard.edu/abs/arXiv:2507.04291,RM,H2010,b,TIC 408636441,Gaia DR3 2216420110788943744,2770.112799,,,0,NG
TOI-1842,6230,50,50,y,y,-68,21,15,73,16,13,Hixenbaugh et al. (2023),Hixenbaugh_et_al._(2023),2023ApJ...949L..35H,https://ui.adsabs.harvard.edu/abs/2023ApJ...949L..35H,RM,Ellc,b,TIC 404505029,Gaia DR3 3719927426253118848,,,,0,
TOI-1859,6341,68,70,y,y,38.9,2.8,2.7,-999,-999,-999,Dong et al. (2023),Dong_et_al._(2023),arXiv:2305.16495,https://ui.adsabs.harvard.edu/abs/arXiv:2305.16495,RM,Hirano+2011,b,TIC 229742722,Gaia DR3 2259354802894412928,2360,,OneMillionBinCat,0,G
TOI-1937,5814,91,93,y,y,4,3.5,3.5,-999,-999,-999,Yee et al. (2023),Yee_et_al._(2023),2023ApJS..265....1Y,https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y,RM,Hirano+2010,b,TIC 268301217,Gaia DR3 5489726768531119616,1056,1834,Rice2024,0,NG
TOI-2005,7130,150,150,y,y,4.8,2.3,2.5,-999,-999,-999,Bieryla et al. (2025),Bieryla_et_al._(2025),2025AJ....169..273B,https://ui.adsabs.harvard.edu/abs/2025AJ....169..273B,DT,#N/A,b,TIC 147660886,Gaia DR3 5388416255319817856,,,,0,
TOI-2025,5880,53,53,n,n,9,36,34,-999,-999,-999,Knudstrup et al. (2022),Knudstrup_et_al._(2022),2022A+A...667A..22K,https://ui.adsabs.harvard.edu/abs/2022A%26A...667A..22K,RM,Hirano+2011,b,TIC 394050135,Gaia DR3 2296342614570999552,,,,0,
TOI-2025,5880,53,53,y,y,-10,7,10,-999,-999,-999,Wang et al. (2024),Wang_et_al._(2024),2024ApJ...973L..21W,https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,RM,Hirano2011,b,TIC 394050135,Gaia DR3 2296342614570999552,,,,0,
TOI-2031,6460,150,200,y,y,-6.1,7.5,7.5,-999,-999,-999,Wang et al. (2024),Wang_et_al._(2024),2024ApJ...973L..21W,https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,RM,Hirano2011,b,TIC 470127886,Gaia DR3 2299101254886404608,12818,,OneMillionBinCat,0,G
TOI-2046,6152,97,97,y,y,-1,6,6,42,10,8,Zak et al. (2025),Zak_et_al._(2025),2025A+A...694A..91Z,https://ui.adsabs.harvard.edu/abs/2025A%26A...694A..91Z,RM,Boue2013,b,TIC 468574941,Gaia DR3 538759464958942208,,,,0,
TOI-2076b,5200,100,100,y,y,-3,15,16,18,10,9,Frazier et al. (2023),Frazier_et_al._(2023),2023ApJ...944L..41F,https://ui.adsabs.harvard.edu/abs/2023ApJ...944L..41F,RM,Hirano+2010,b,TIC 27491137,Gaia DR3 1490845584382687232,,,,0,
TOI-2109,6530,160,150,y,y,1.7,1.7,1.7,-999,-999,-999,Wong et al. (2021),Wong_et_al._(2021),2021AJ....162..256W,https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W,DT,,b,TIC 392476080,Gaia DR3 4558177980124887936,,,,0,
TOI-2119,3553,67,67,y,y,-0.8,1.1,1.1,15.7,5.4,5.6,Doyle et al. (2024),Doyle_et_al._(2024),2025MNRAS.536.3745D,https://ui.adsabs.harvard.edu/abs/2025MNRAS.536.3745D,RM,rmfit:Hirano2010,b,TIC 236387002,Gaia DR3 1303675097215915264,,,,0,
TOI-2145,6206,81,75,y,y,6.8,2.9,2.8,-999,-999,-999,Dong et al. (2025),Dong_et_al._(2025),2025AJ....169....4D,https://ui.adsabs.harvard.edu/abs/2025AJ....169....4D,RM,Hirano2011,b,TIC 88992642,Gaia DR3 1344163891352965632,,,,0,
TOI-2202,5144,50,50,y,y,26,12,15,31,13,11,Rice et al. (2023),Rice_et_al._(2023),2023AJ....166..266R,https://ui.adsabs.harvard.edu/abs/2023AJ....166..266R,RM,Ellc,b,TIC 358107516,Gaia DR3 4641274773980363520,,,,0,
TOI-2364,5306,76,68,y,y,7,10,11,15.6,7.7,7.3,Tamburo et al. (2025),Tamburo_et_al._(2025),arXiv:2505.03628,https://ui.adsabs.harvard.edu/abs/arXiv:2505.03628,RM,#N/A,b,TIC 39414571,Gaia DR3 3022644120017418496,,,,0,
TOI-2485,5939,85,85,y,y,-20,26,21,-999,-999,-999,Wang et al. (2024),Wang_et_al._(2024),2024ApJ...973L..21W,https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,RM,Hirano2011,b,TIC 328934463,Gaia DR3 1443530266145475840,,,,0,
TOI-2524,5831,80,80,y,y,10,19,22,-999,-999,-999,Wang et al. (2024),Wang_et_al._(2024),2024ApJ...973L..21W,https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,RM,Hirano2011,b,TIC 169249234,Gaia DR3 3802583419029393152,,,,0,
TOI-2533,6180,60,60,y,y,-7,14,14,-999,-999,-999,Ferreira et al. (2021),Ferreira_et_al._(2021),2024AJ....168..145F,https://ui.adsabs.harvard.edu/abs/2024AJ....168..145F,RM,ellc,b,TIC 418012030,Gaia DR3 1259922196651254272,,,,0,
TOI-3362,6800,100,100,y,y,1.2,2.8,2.7,-999,-999,-999,Espinoza-Retamal et al. (2023),Espinoza-Retamal_et_al._(2023),2023ApJ...958L..20E,https://ui.adsabs.harvard.edu/abs/2023ApJ...958L..20E,RM,Hirano+2011,b,TIC 464300749,Gaia DR3 5351820556994135296,,,,0,
TOI-3362,6800,100,100,n,n,2,4,5,-999,-999,-999,Prinoth et al. (2024),Prinoth_et_al._(2024),2024AJ....168..133P,https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,DT,#N/A,b,TIC 464300749,Gaia DR3 5351820556994135296,,,,0,
TOI-3714,3660,90,90,y,y,21,14,11,26,11,10,Weisserman et al. (2025),Weisserman_et_al._(2025),arXiv:2508.13145,https://ui.adsabs.harvard.edu/abs/arXiv:2508.13145,RM,starry,b,TIC 155867025,Gaia DR3 178924390478792320,302.0539523,,,0,NG
TOI-3884,3180,88,88,n,y,75,10,10,-999,-999,-999,Libby-Roberts et al.(2023),Libby-Roberts_et_al.(2023),2023AJ....165..249L,https://ui.adsabs.harvard.edu/abs/2023AJ....165..249L,SC,,b,TIC 86263325,Gaia DR3 3919169687804622336,,,,0,
TOI-3884,3180,88,88,y,n,139,9,3.7,118.1,5.6,2.3,Mori et al. (2025),Mori_et_al._(2025),arXiv:2506.06445,https://ui.adsabs.harvard.edu/abs/arXiv:2506.06445,SC,#N/A,b,TIC 86263325,Gaia DR3 3919169687804622336,,,,0,
TOI-3884,3180,88,88,n,n,305.7,5.1,5.1,76.2,2.2,2.6,Tamburo et al. (2025),Tamburo_et_al._(2025),arXiv:2506.11998,https://ui.adsabs.harvard.edu/abs/arXiv:2506.11998,SC,#N/A,b,TIC 86263325,Gaia DR3 3919169687804622336,,,,0,
TOI-3972,5424,95,90,y,y,-12.1,8.5,8.5,-999,-999,-999,Wang et al. (2024),Wang_et_al._(2024),2024ApJ...973L..21W,https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,RM,Hirano2011,b,TIC 284206913,Gaia DR3 427232186629403264,,,,0,
TOI-4201,3937,70,70,y,y,-3,3.7,3.2,21.3,12.5,12.8,Gan et al.(2024),Gan_et_al.(2024),2024ApJ...969L..24G,https://ui.adsabs.harvard.edu/abs/2024ApJ...969L..24G,RM,Ellc,b,TIC 95057860,Gaia DR3 2997312063605005056,,,,0,
TOI-4379,6020,100,100,y,y,-1,22,29,-999,-999,-999,Saunders et al.(2024),Saunders_et_al.(2024),2024AJ....168...81S,https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S,RM,ellc,b,TIC 97766057,Gaia DR3 6027376203516634112,,,,0,
TOI-4515,5433,70,70,y,y,2.6,1.7,1.7,16,16,11,Espinoza-Retamal et al. (2025),Espinoza-Retamal_et_al._(2025),arXiv:2412.08692,https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,RM,Hirano+2012,b,TIC 456862677,Gaia DR3 289464440515102976,,,,0,
TOI-4641,6560,300,340,y,y,1.41,0.76,0.76,2.4,1.3,1.3,Bieryla et al.(2024),Bieryla_et_al.(2024),2024MNRAS.527.10955,https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.10955,DT,#N/A,b,TIC 436873727,Gaia DR3 114340658009875072,,,,0,
TOI-5027,5909,145,144,y,y,5.9,8.3,6.1,-999,-999,-999,Espinoza-Retamal et al. (2025),Espinoza-Retamal_et_al._(2025),arXiv:2412.08692,https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,RM,Hirano+2013,b,TIC 361711730,Gaia DR3 5820908638718592256,,,,0,
TOI-5126b,6150,110,130,y,y,1,48,48,-999,-999,-999,Radzom et al.(2024),Radzom_et_al.(2024),2024AJ....168..116R,https://ui.adsabs.harvard.edu/abs/2024AJ....168..116R,RM,Hirano+2011,b,TIC 27064468,Gaia DR3 623633615066248576,,,,0,
TOI-5293,3586,88,88,y,y,-12,19,14,24,11,10,Weisserman et al. (2025),Weisserman_et_al._(2025),arXiv:2508.13145,https://ui.adsabs.harvard.edu/abs/arXiv:2508.13145,RM,starry,b,TIC 250111245,Gaia DR3 2640121486388076032,579.146351,,,0,NG
TOI-5398b,6000,75,75,y,n,3,6.8,4.2,13.2,8.2,8.2,Mantovan et al.(2024),Mantovan_et_al.(2024),2024A+A...684L..17M,https://ui.adsabs.harvard.edu/abs/2024A%26A...684L..17M,RM,Covino et al. 2013.,b,TIC 8260536,Gaia DR3 750888548244441344,,,,0,
TOI-5398b,6000,75,75,n,y,-24,14,13,-999,-999,-999,Radzom et al.(2024),Radzom_et_al.(2024),2024AJ....168..116R,https://ui.adsabs.harvard.edu/abs/2024AJ....168..116R,RM,Hirano+2011,b,TIC 8260536,Gaia DR3 750888548244441344,,,,0,
TOI-558,6466,95,93,y,y,11.7,7.5,4.8,-999,-999,-999,Espinoza-Retamal et al. (2025),Espinoza-Retamal_et_al._(2025),arXiv:2412.08692,https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692,RM,Hirano+2010,b,TIC 207110080,Gaia DR3 4727755005637190016,,,,0,
TOI-559,5925,85,76,y,y,10,12,14,-999,-999,-999,Wang et al. (2024),Wang_et_al._(2024),2024ApJ...973L..21W,https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..21W,RM,Hirano2011,b,TIC 209459275,Gaia DR3 5057924844082070016,,,,0,
TOI-6029,6223,100,100,y,y,-14,17,13,-999,-999,-999,Saunders et al.(2024),Saunders_et_al.(2024),2024AJ....168...81S,https://ui.adsabs.harvard.edu/abs/2024AJ....168...81S,RM,ellc,b,TIC 419523962,Gaia DR3 430269136520563200,,,,0,
TOI-622,6400,100,100,y,y,-4,12,12,16.1,8,9.7,Zak et al. (2025),Zak_et_al._(2025),arXiv:2508.10145,https://ui.adsabs.harvard.edu/abs/arXiv:2508.10145,RM,Boue2013,b,TIC 83092282,Gaia DR3 5516690878153930240,,,,0,
TOI-640,6460,130,150,y,y,184,3,3,104,2,2,Knudstrup et al. (2023),Knudstrup_et_al._(2023),2023A+A...671A.164K,https://ui.adsabs.harvard.edu/abs/2023A%26A...671A.164K,RM,Hirano+2011,b,TIC 147977348,Gaia DR3 5580554052549277056,,,,0,
TOI-677,6295,80,80,n,n,0,1,1,-999,-999,-999,Prinoth et al. (2024),Prinoth_et_al._(2024),2024AJ....168..133P,https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P,DT,#N/A,b,TIC 280206394,Gaia DR3 5313031504751276032,,,,0,
TOI-677,6295,80,80,n,n,0.3,1.3,1.3,-999,-999,-999,Sedaghati et al. (2023),Sedaghati_et_al._(2023),2023AJ....166..130S,https://ui.adsabs.harvard.edu/abs/2023AJ....166..130S,RM,ARoME,b,TIC 280206394,Gaia DR3 5313031504751276032,,,,0,
TOI-677,6295,80,80,y,y,3.2,1.6,1.5,-999,-999,-999,Hu et al. (2024),Hu_et_al._(2024),2024AJ....167..175H,https://ui.adsabs.harvard.edu/abs/2024AJ....167..175H,RM,ellc,b,TIC 280206394,Gaia DR3 5313031504751276032,,,,0,
TOI-778,6643,150,150,y,y,18,11,11,-999,-999,-999,Clark et al. (2023),Clark_et_al._(2023),2023AJ....165..207C,https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C,RM,Ellc,b,TIC 335630746,Gaia DR3 3607877948613218304,,,,0,
TOI-813,5907,150,150,y,y,-32,23,23,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,RM,Hirano+2011,b,TIC 55525572,Gaia DR3 4665704096987467776,,,,0,
TOI-858B,5842,84,79,y,y,99.3,3.8,3.7,-999,-999,-999,Hagelberg et al. (2023),Hagelberg_et_al._(2023),2023A+A...679A..70H,https://ui.adsabs.harvard.edu/abs/2023A%26A...679A..70H,RMR,#N/A,b,TIC 198008005,Gaia DR3 4683737294569921664,2880,,Hagelberg et al. 2023,0,N
TOI-880c,5050,100,100,y,y,7.4,6.8,7.2,-999,-999,-999,Zhang et al. (2025),Zhang_et_al._(2025),arXiv:2507.16194,https://ui.adsabs.harvard.edu/abs/arXiv:2507.16194,RM,Ellc,c,TIC 34077285,Gaia DR3 2993658970584498048,501,,,0,G
TOI-892,6261,80,80,y,y,-12,18,16,-999,-999,-999,Knudstrup et al. (2024),Knudstrup_et_al._(2024),2024A+A...690A.379K,https://ui.adsabs.harvard.edu/abs/2024A%26A...690A.379K,DT,#N/A,b,TIC 66561343,Gaia DR3 3010759262610139776,,,,0,
TOI-942b,4928,125,85,y,y,1,41,33,2,27,33,Wirth et al. (2021),Wirth_et_al._(2021),2021ApJ...917L..34W,https://ui.adsabs.harvard.edu/abs/2021ApJ...917L..34W,RM,Hirano+2011,b,TIC 146520535,Gaia DR3 2974906868489280768,,,,0,N
TOI-942c,4928,125,85,y,y,24,14,14,0,43,0,Teng et al. (2024),Teng_et_al._(2024),2024AJ....168..194T,https://ui.adsabs.harvard.edu/abs/2024AJ....168..194T,RM,Hirano2011,c,TIC 146520535,Gaia DR3 2974906868489280768,,,,0,N
TRAPPIST-1b,2566,26,26,y,y,15,26,30,-999,-999,-999,Hirano et al.(2020),Hirano_et_al.(2020),2020ApJ...890L..27H,https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,DT,,b,TIC 278892590,Gaia DR3 2635476908753563008,,,,0,
TRAPPIST-1e,2566,26,26,y,y,9,45,51,-999,-999,-999,Hirano et al.(2020),Hirano_et_al.(2020),2020ApJ...890L..27H,https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,DT,,e,TIC 278892590,Gaia DR3 2635476908753563008,,,,0,
TRAPPIST-1f,2566,26,26,y,y,21,32,32,-999,-999,-999,Hirano et al.(2020),Hirano_et_al.(2020),2020ApJ...890L..27H,https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,DT,,f,TIC 278892590,Gaia DR3 2635476908753563008,,,,0,
TrES-1,5226,50,50,y,y,30,21,21,-999,-999,-999,Narita et al. (2007),Narita_et_al._(2007),2007PASJ...59..763N,https://ui.adsabs.harvard.edu/abs/2007PASJ...59..763N,RM,Ohta+2005,b,TIC 120757718,Gaia DR3 2098964849867337856,2465,904,Rice2024,0,FNG
TrES-2,5850,50,50,y,y,-9,12,12,-999,-999,-999,Winn et al. (2008),Winn_et_al._(2008),2008ApJ...682.1283W,https://ui.adsabs.harvard.edu/abs/2008ApJ...682.1283W,RM,Winn et al. (2005): Simulated RM spectra,b,TIC 39986044,Gaia DR3 2131314401800665344,232,,s,0,S
TrES-4,6295,65,65,y,y,6.3,4.7,4.7,-999,-999,-999,Narita et al. (2010),Narita_et_al._(2010),2010PASJ...62..653N,https://ui.adsabs.harvard.edu/abs/2010PASJ...62..653N,RM,Winn et al. (2005): Simulated RM spectra,b,TIC 159742538,Gaia DR3 4609062308806929152,793,4008,Rice2024,0,SNG
V1298_Tau_b,5050,100,100,n,n,2,12,4,-999,-999,-999,Gaidos et al. (2022) LPVs,Gaidos_et_al._(2022)_LPVs,2022MNRAS.509.2969G,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2969G,DT,,b,TIC 15756231,Gaia DR3 51886335968692480,10,515,Rice2024,0,SFN
V1298_Tau_b,5050,100,100,n,n,15,15,16,-999,-999,-999,Gaidos et al. (2022) RV,Gaidos_et_al._(2022)_RV,2022MNRAS.509.2969G,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2969G,DT,,b,TIC 15756231,Gaia DR3 51886335968692480,10,515,Rice2024,0,SFN
V1298_Tau_b,5050,100,100,y,y,4,7,10,8,4,7,Johnston et al. (2021),Johnston_et_al._(2021),2022AJ....163..247J,https://ui.adsabs.harvard.edu/abs/2022AJ....163..247J,RM&DT,,b,TIC 15756231,Gaia DR3 51886335968692480,10,515,Rice2024,0,SFN
V1298_Tau_c,5050,100,100,y,y,4.9,15,15.1,-999,-999,-999,Feinstein et al. (2021),Feinstein_et_al._(2021),2021AJ....162..213F,https://ui.adsabs.harvard.edu/abs/2021AJ....162..213F,DT,,c,TIC 15756231,Gaia DR3 51886335968692480,10,515,Rice2024,0,SFN
WASP-001,6160,64,64,n,n,-79,4.5,4.3,-999,-999,-999,Simpson et al. (2011),Simpson_et_al._(2011),2011MNRAS.414.3023S,https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,RM,Ohta+2005,b,TIC 57984377,Gaia DR3 2862548428079638912,1539,1118,Rice2024,1,N
WASP-001,6160,64,64,y,y,-59,99,26,-999,-999,-999,Albrecht et al. (2011),Albrecht_et_al._(2011),2011ApJ...738...50A,https://ui.adsabs.harvard.edu/abs/2011ApJ...738...50A,RM,https://ui.adsabs.harvard.edu/abs/2007A%26A...474..565A/abstract,b,TIC 57984377,Gaia DR3 2862548428079638912,1539,1118,Rice2024,1,N
WASP-002,5170,60,60,n,y,-153,15,11,-999,-999,-999,Triaud et al. (2010),Triaud_et_al._(2010),2010A+A...524A..25T,https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,RM,Giménez 2006,b,TIC 374530847,Gaia DR3 1748596020745038208,111,,Daemgen et al. (2009),1,SFN
WASP-003,6440,120,120,n,n,15,10,9,-999,-999,-999,Simpson et al. (2010),Simpson_et_al._(2010),2010MNRAS.405.1867S,https://ui.adsabs.harvard.edu/abs/2010MNRAS.405.1867S,RM,Ohta+2005,b,TIC 27848472,Gaia DR3 2095108312831835648,299,,,0,N
WASP-003,6440,120,120,n,y,3.3,2.5,4.4,-999,-999,-999,Tripathi et al. (2010),Tripathi_et_al._(2010),2010ApJ...715..421T,https://ui.adsabs.harvard.edu/abs/2010ApJ...715..421T,RM,Winn et al. (2005): Simulated RM spectra,b,TIC 27848472,Gaia DR3 2095108312831835648,299,,,0,N
WASP-003,6440,120,120,y,n,5,6,5,-999,-999,-999,Miller et al. (2010),Miller_et_al._(2010),2010A+A...523A..52M,https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..52M,DT,,b,TIC 27848472,Gaia DR3 2095108312831835648,299,,,0,N
WASP-003,6440,120,120,n,n,20,3.3,3.3,-999,-999,-999,Oshagh et al. (2013),Oshagh_et_al._(2013),2013A+A...549A..35O,https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..35O,RM,SOAP-T,b,TIC 27848472,Gaia DR3 2095108312831835648,299,,,0,N
WASP-004,5540,55,55,y,y,4,34,43,-999,-999,-999,Triaud et al. (2010),Triaud_et_al._(2010),2010A+A...524A..25T,https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,RM,Giménez 2006,b,TIC 402026209,Gaia DR3 6535499658122055552,,,,0,
WASP-004,5540,55,55,n,n,-1,14,12,-999,-999,-999,Sanchis-Ojeda et al. (2011),Sanchis-Ojeda_et_al._(2011),2011ApJ...733..127S,https://ui.adsabs.harvard.edu/abs/2011ApJ...733..127S,SC,,b,TIC 402026209,Gaia DR3 6535499658122055552,,,,0,
WASP-005,5770,65,65,y,n,12.1,8,10,-999,-999,-999,Triaud et al. (2010),Triaud_et_al._(2010),2010A+A...524A..25T,https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,RM,Giménez 2006,b,TIC 184240683,Gaia DR3 6533307957785865856,,,,0,
WASP-005,5770,65,65,n,y,7.2,9.5,9.5,-999,-999,-999,Fukui et al. (2011),Fukui_et_al._(2011),2011PASJ...63..287F,https://ui.adsabs.harvard.edu/abs/2011PASJ...63..287F,RM,Hirano+2010,b,TIC 184240683,Gaia DR3 6533307957785865856,,,,0,
WASP-006,5430,48,58,n,y,-11,18,14,-999,-999,-999,Gillon et al. (2009),Gillon_et_al._(2009),2009A+A...501..785G,https://ui.adsabs.harvard.edu/abs/2009A%26A...501..785G,RM,Giménez 2006,b,TIC 204376737,Gaia DR3 2385171398768647552,,,,0,
WASP-006,5430,48,58,y,n,7.2,3.7,3.7,-999,-999,-999,Tregloan-Reed et al. (2015),Tregloan-Reed_et_al._(2015),2015MNRAS.450.1760T,https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.1760T,SC,,b,TIC 204376737,Gaia DR3 2385171398768647552,,,,0,
WASP-007,6520,70,70,y,y,86,6,6,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...744..189A,https://ui.adsabs.harvard.edu/abs/2012ApJ...744..189A,RM,Hirano+2011,b,TIC 389352124,Gaia DR3 6681720724498802176,,,,0,
WASP-008,5690,36,36,n,y,-123.3,3.4,4.4,-999,-999,-999,Queloz et al. (2010),Queloz_et_al._(2010),2010A+A...517L...1Q,https://ui.adsabs.harvard.edu/abs/2010A%26A...517L...1Q,RM,Giménez 2006,b,TIC 183532609,Gaia DR3 2312679845530628096,406,52,Rice2024,0,SFNG
WASP-008,5690,36,36,y,n,-143,1.6,1.5,-999,-999,-999,Bourrier et al. (2017),Bourrier_et_al._(2017),2017A+A...599A..33B,https://ui.adsabs.harvard.edu/abs/2017A%26A...599A..33B,RRM,,b,TIC 183532609,Gaia DR3 2312679845530628096,406,52,Rice2024,0,SFNG
WASP-011,4900,65,65,y,y,7,5,5,-999,-999,-999,Mancini et al. (2015),Mancini_et_al._(2015),2015A+A...579A.136M,https://ui.adsabs.harvard.edu/abs/2015A%26A...579A.136M,RM,Covino +2013: Simulated data,b,TIC 85593751,Gaia DR3 123376685084303360,2076,62,Rice2024,0,SFN
WASP-012,6265,50,50,y,y,59,15,20,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...757...18A,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,RM,Hirano+2011,b,TIC 86396382,Gaia DR3 3435282862461427072,450,,Bechter et al. (2014),0,SN
WASP-013,6025,21,21,y,y,8,13,12,-999,-999,-999,Brothwell et al. (2014),Brothwell_et_al._(2014),2014MNRAS.440.3392B,https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3392B,RM,Ohta+2005,b,TIC 8767448,Gaia DR3 702295464353437952,,,,0,
WASP-014,6462,75,75,n,n,-14,21,13,-999,-999,-999,Joshi et al. (2009),Joshi_et_al._(2009),2009MNRAS.392.1532J,https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1532J,RM,？？？,b,TIC 347430350,Gaia DR3 1242084170974175232,1894,89,Rice2024,0,FNG
WASP-014,6462,75,75,y,y,-33.1,7.4,7.4,-999,-999,-999,Johnson et al. (2009),Johnson_et_al._(2009),2009PASP..121.1104J,https://ui.adsabs.harvard.edu/abs/2009PASP..121.1104J,RM,Ohta+2005,b,TIC 347430350,Gaia DR3 1242084170974175232,1894,89,Rice2024,0,FNG
WASP-015,6573,70,70,y,y,-139.6,4.3,5.2,-999,-999,-999,Triaud et al. (2010),Triaud_et_al._(2010),2010A+A...524A..25T,https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,RM,Giménez 2006,b,TIC 111991770,Gaia DR3 6171009049549197824,,,,0,
WASP-016,5630,70,70,y,y,-4.2,11,13.9,-999,-999,-999,Brown et al. (2012),Brown_et_al._(2012),2012MNRAS.423.1503B,https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B,RM,Hirano+2011,b,TIC 46096489,Gaia DR3 6283723285046532864,,,,0,
WASP-016,5630,70,70,n,n,11,26,19,-999,-999,-999,Albrecht et al. (2012),Albrecht_et_al._(2012),2012ApJ...757...18A,https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,RM,Hirano+2011,b,TIC 46096489,Gaia DR3 6283723285046532864,,,,0,
WASP-017,6550,100,100,n,n,-147,49,11,-999,-999,-999,Anderson et al. (2010),Anderson_et_al._(2010),2010ApJ...709..159A,https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A,RM,possible simulated spectra,b,TIC 66818296,Gaia DR3 6042793005779654656,,,,0,
WASP-017,6550,100,100,n,n,167.4,11.2,11.2,-999,-999,-999,Bayliss et al. (2010),Bayliss_et_al._(2010),2010ApJ...722L.224B,https://ui.adsabs.harvard.edu/abs/2010ApJ...722L.224B,RM,Hirano+2010,b,TIC 66818296,Gaia DR3 6042793005779654656,,,,0,
