# COLUMN pl_defaultname: NEA-style planet name (host + letter, e.g., "HAT-P-11 b")
# COLUMN hostname: Host star name
# COLUMN tic_id: TESS Input Catalog ID (e.g., "TIC 350020859")
# COLUMN pl_letter: Planet letter (b, c, ...)
# COLUMN pl_orbper: Orbital period [days]
# COLUMN pl_orbpererr1: Orbital period upper unc. [days]
# COLUMN pl_orbpererr2: Orbital period lower unc. [days]
# COLUMN pl_tranmid: Transit mid-time [BJD]
# COLUMN pl_tranmiderr1: Transit mid-time upper unc. [days]
# COLUMN pl_tranmiderr2: Transit mid-time lower unc. [days]
# COLUMN pl_tsystemref: Time system for transit mid-time (BJD_TDB)
# COLUMN pl_orbsmax: Orbital semi-major axis [AU]
# COLUMN pl_orbsmaxerr1: Semi-major axis upper unc. [AU]
# COLUMN pl_orbsmaxerr2: Semi-major axis lower unc. [AU]
# COLUMN pl_orbeccen: Orbital eccentricity (free only if a non-RM RV instrument is present and f_c/f_s float)
# COLUMN pl_orbeccenerr1: Eccentricity upper unc.
# COLUMN pl_orbeccenerr2: Eccentricity lower unc.
# COLUMN pl_orblper: Argument of periastron [deg] (reported when eccentricity is free)
# COLUMN pl_orblpererr1: Argument of periastron upper unc. [deg]
# COLUMN pl_orblpererr2: Argument of periastron lower unc. [deg]
# COLUMN pl_orbincl: Orbital inclination [deg]
# COLUMN pl_orbinclerr1: Inclination upper unc. [deg]
# COLUMN pl_orbinclerr2: Inclination lower unc. [deg]
# COLUMN pl_imppar: Impact parameter
# COLUMN pl_impparerr1: Impact parameter upper unc.
# COLUMN pl_impparerr2: Impact parameter lower unc.
# COLUMN pl_radj: Planet radius [R_Jup]
# COLUMN pl_radjerr1: Planet radius upper unc. [R_Jup]
# COLUMN pl_radjerr2: Planet radius lower unc. [R_Jup]
# COLUMN pl_massj: Planet mass [M_Jup] (reported for transiting planets with non-RM RV and free K)
# COLUMN pl_massjerr1: Planet mass upper unc. [M_Jup]
# COLUMN pl_massjerr2: Planet mass lower unc. [M_Jup]
# COLUMN pl_msinij: Minimum mass m sin i [M_Jup] (used in lieu of pl_massj for non-transiting planets)
# COLUMN pl_msinijerr1: m sin i upper unc. [M_Jup]
# COLUMN pl_msinijerr2: m sin i lower unc. [M_Jup]
# COLUMN pl_trandep: Transit depth [%] (allesfast ppt / 10)
# COLUMN pl_trandeperr1: Transit depth upper unc. [%]
# COLUMN pl_trandeperr2: Transit depth lower unc. [%]
# COLUMN pl_trandur: Transit duration T_14 [hours]
# COLUMN pl_trandurerr1: Transit duration upper unc. [hours]
# COLUMN pl_trandurerr2: Transit duration lower unc. [hours]
# COLUMN pl_ratdor: a / R*
# COLUMN pl_ratdorerr1: a / R* upper unc.
# COLUMN pl_ratdorerr2: a / R* lower unc.
# COLUMN pl_ratror: Rp / R*
# COLUMN pl_ratrorerr1: Rp / R* upper unc.
# COLUMN pl_ratrorerr2: Rp / R* lower unc.
# COLUMN pl_rvamp: RV semi-amplitude K [m/s]
# COLUMN pl_rvamperr1: K upper unc. [m/s]
# COLUMN pl_rvamperr2: K lower unc. [m/s]
# COLUMN pl_eqt: Equilibrium temperature [K]
# COLUMN pl_eqterr1: T_eq upper unc. [K]
# COLUMN pl_eqterr2: T_eq lower unc. [K]
# COLUMN pl_projobliq: Sky-projected obliquity lambda [deg]
# COLUMN pl_projobliqerr1: lambda upper unc. [deg]
# COLUMN pl_projobliqerr2: lambda lower unc. [deg]
# COLUMN pl_trueobliq: True obliquity psi [deg] (reserved; empty unless derived)
# COLUMN pl_trueobliqerr1: psi upper unc. [deg]
# COLUMN pl_trueobliqerr2: psi lower unc. [deg]
# COLUMN rm_snr_combined: Combined matched-filter RM SNR following Kipping (2024); per-dataset SNR = sqrt(Delta chi^2) (with vs. without RM signal, using effective error sqrt(err^2 + jitter)); multiple RM datasets combined in quadrature
# COLUMN st_name: Star name (same as hostname)
# COLUMN host_star_flag: Always 1 (this row is the host star)
# COLUMN st_refname: Reference / publication identifier (placeholder "999" until assigned)
# COLUMN st_teff: Effective temperature T_eff [K]
# COLUMN st_tefferr1: T_eff upper unc. [K]
# COLUMN st_tefferr2: T_eff lower unc. [K]
# COLUMN st_rad: Stellar radius R* [R_Sun]
# COLUMN st_raderr1: R* upper unc. [R_Sun]
# COLUMN st_raderr2: R* lower unc. [R_Sun]
# COLUMN st_mass: Stellar mass M* [M_Sun]
# COLUMN st_masserr1: M* upper unc. [M_Sun]
# COLUMN st_masserr2: M* lower unc. [M_Sun]
# COLUMN st_met: Metallicity [Fe/H] [dex] (sigma floor 0.08 dex)
# COLUMN st_meterr1: Metallicity upper unc. [dex]
# COLUMN st_meterr2: Metallicity lower unc. [dex]
# COLUMN st_metratio: Metallicity convention (always "[Fe/H]")
# COLUMN st_logg: Surface gravity log g* [cgs]
# COLUMN st_loggerr1: log g* upper unc. [cgs]
# COLUMN st_loggerr2: log g* lower unc. [cgs]
# COLUMN st_age: Stellar age [Gyr]
# COLUMN st_ageerr1: Age upper unc. [Gyr]
# COLUMN st_ageerr2: Age lower unc. [Gyr]
# COLUMN st_vsin: Projected rotation velocity v sin i* [km/s]
# COLUMN st_vsinerr1: v sin i* upper unc. [km/s]
# COLUMN st_vsinerr2: v sin i* lower unc. [km/s]
# COLUMN rv_flag: 1 if any RV data is present in the fit, else 0
# COLUMN tran_flag: 1 if any photometry is fit, else 0
# COLUMN peak_prob: For bimodal A_mstar systems: probability mass under this row's stellar-mass mode (Major row > Minor); 1.0 for single-mode systems
# COLUMN BinaryMultiStarFlag: Y if SOCat (May16SoCat.csv) lists any binary/multi-star indicator for this host TIC, else N
#
pl_defaultname,hostname,tic_id,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,rm_snr_combined,st_name,host_star_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_vsin,st_vsinerr1,st_vsinerr2,rv_flag,tran_flag,peak_prob,BinaryMultiStarFlag
KELT-3 b,KELT-3,TIC 67666096,b,2.70338919,0.00000059,-0.00000060,2458872.85404,0.00020,-0.00021,BJD_TDB,0.0420,0.0017,-0.0021,0.063,0.053,-0.035,131,40,-24,82.72,0.59,-0.85,0.665,0.012,-0.014,1.578,0.021,-0.021,1.61,0.13,-0.10,,,,1.017,0.028,-0.028,3.172,0.011,-0.011,5.51,0.22,-0.28,0.0990,0.0013,-0.0013,189.7,9.1,-7.8,1753,46,-34,-6.5,8.0,-7.8,,,,5.59,KELT-3,1,999,6340,140,-140,1.664,0.079,-0.061,1.408,0.075,-0.072,0.169,0.078,-0.078,[Fe/H],4.146,0.038,-0.048,2.13,0.96,-0.79,7.0,1.3,-1.2,1,1,1.0,Y
KELT-4 A b,KELT-4 A,TIC 165297570,b,2.989572,0.000025,-0.000024,2456190.320,0.028,-0.029,BJD_TDB,0.0445,0.0013,-0.0011,0.028,0.032,-0.020,200,100,-120,84.16,0.37,-0.35,0.638,0.015,-0.017,1.602,0.012,-0.014,0.887,0.071,-0.069,,,,1.2123,0.0066,-0.0067,3.354,0.017,-0.017,6.24,0.19,-0.16,0.10747,0.00082,-0.00092,108.5,7.8,-7.6,1648,22,-24,90,21,-23,,,,4.30,KELT-4 A,1,999,6353,98,-93,1.547,0.041,-0.043,1.355,0.063,-0.063,0.126,0.077,-0.078,[Fe/H],4.190,0.029,-0.026,2.16,0.90,-0.78,5.50,0.89,-0.88,1,1,1.0,Y
KELT-6 b,KELT-6,TIC 165987272,b,7.8456088,0.0000066,-0.0000069,2457218.6579,0.0019,-0.0018,BJD_TDB,0.0815,0.0023,-0.0024,0.028,0.017,-0.014,310,30,-260,88.41,0.61,-0.49,0.31,0.09,-0.11,1.195,0.012,-0.012,0.476,0.019,-0.017,,,,0.6593,0.0076,-0.0071,5.784,0.039,-0.037,10.85,0.31,-0.32,0.07602,0.00077,-0.00075,42.1,1.1,-1.1,1231,19,-17,-23,11,-11,,,,12.39,KELT-6,1,999,6290,100,-110,1.655,0.049,-0.045,1.262,0.053,-0.047,-0.166,0.080,-0.089,[Fe/H],4.102,0.027,-0.027,3.37,0.62,-0.65,4.66,0.34,-0.31,1,1,0.7356,N
KELT-6 b,KELT-6,TIC 165987272,b,7.8456089,0.0000071,-0.0000074,2457218.6579,0.0020,-0.0020,BJD_TDB,0.0795,0.0034,-0.0029,0.027,0.016,-0.013,300,30,-270,88.05,0.77,-0.53,0.36,0.09,-0.13,1.200,0.014,-0.014,0.488,0.023,-0.023,,,,0.6592,0.0083,-0.0078,5.802,0.046,-0.042,10.58,0.46,-0.39,0.07632,0.00089,-0.00089,42.1,1.1,-1.0,1247,23,-26,-20,9,-10,,,,12.39,KELT-6,1,999,6280,110,-110,1.655,0.051,-0.049,1.15,0.12,-0.06,-0.174,0.085,-0.096,[Fe/H],4.068,0.046,-0.039,5.1,1.2,-1.9,4.65,0.33,-0.31,1,1,0.2644,N
KELT-7 b,KELT-7,TIC 367366318,b,2.73476605,0.00000015,-0.00000015,2459109.13813,0.00032,-0.00045,BJD_TDB,0.0433,0.0021,-0.0022,0.093,0.059,-0.057,129,41,-57,82.91,0.66,-0.82,0.6068,0.0061,-0.0073,1.596,0.019,-0.011,1.25,0.18,-0.17,,,,0.894,0.023,-0.012,3.4667,0.0037,-0.0036,5.23,0.25,-0.26,0.0922,0.0011,-0.0006,141,19,-18,1917,50,-44,-1.1,4.1,-4.4,,,,12.86,KELT-7,1,999,6520,130,-140,1.802,0.082,-0.070,1.507,0.064,-0.066,0.159,0.076,-0.073,[Fe/H],4.104,0.044,-0.048,1.66,0.68,-0.55,73.13,0.50,-0.50,1,1,1.0,N
Kepler-1656 b,Kepler-1656,TIC 120255950,b,31.5786417,0.0000035,-0.0000036,2454978.62804,0.00014,-0.00012,BJD_TDB,0.2029,0.0065,-0.0076,0.7903,0.0085,-0.0089,55.7,4.5,-4.1,88.34,0.99,-0.72,0.28,0.11,-0.17,0.4251,0.0048,-0.0037,0.1501,0.0089,-0.0081,,,,0.21358,0.00077,-0.00087,2.1338,0.0087,-0.0073,42.1,1.3,-1.6,0.04215,0.00048,-0.00036,15.38,0.80,-0.76,567,11,-9,-0,11,-12,,,,13.40,Kepler-1656,1,999,5669,80,-85,1.005,0.031,-0.027,1.017,0.053,-0.059,0.188,0.077,-0.077,[Fe/H],4.442,0.031,-0.039,4.1,4.0,-2.8,3.26,0.25,-0.24,1,1,1.0,N
Kepler-25 c,Kepler-25,TIC 120960812,c,12.7203319,0.0000055,-0.0000054,2457593.75562,0.00100,-0.00097,BJD_TDB,0.1065,0.0053,-0.0051,0.060,0.062,-0.043,210,90,-130,87.22,0.23,-0.23,0.892,0.013,-0.017,0.4519,0.0092,-0.0075,0.081,0.016,-0.015,,,,0.11890,0.00099,-0.00098,2.888,0.041,-0.039,18.17,0.90,-0.87,0.03686,0.00075,-0.00061,5.7,1.0,-1.0,960,24,-23,8.2,6.4,-6.4,,,,3.24,Kepler-25,1,999,6180,120,-120,1.333,0.052,-0.051,1.181,0.069,-0.077,0.037,0.067,-0.054,[Fe/H],4.260,0.048,-0.049,3.5,2.2,-1.8,9.40,0.50,-0.49,1,1,1.0,Y
Kepler-420 b,Kepler-420,TIC 159647910,b,86.647674,0.000048,-0.000049,2455006.79405,0.00055,-0.00065,BJD_TDB,0.363,0.060,-0.044,0.855,0.035,-0.051,124,13,-12,88.0,1.4,-1.7,0.29,0.19,-0.19,1.219,0.032,-0.018,1.31,0.38,-0.38,,,,0.7314,0.0062,-0.0054,4.252,0.064,-0.050,48.7,8.0,-5.9,0.0780,0.0020,-0.0011,107,30,-30,511,34,-38,90,60,-240,,,,5.24,Kepler-420,1,999,5440,150,-170,1.74,0.28,-0.26,1.09,0.13,-0.08,0.223,0.080,-0.079,[Fe/H],3.99,0.13,-0.11,8.6,2.9,-3.0,3.9,1.8,-1.7,1,1,1.0,Y
Kepler-448 b,Kepler-448,TIC 169461816,b,17.85523105,0.00000048,-0.00000049,2454979.596135,0.000023,-0.000023,BJD_TDB,0.14675,0.00017,-0.00017,,,,,,,88.878,0.011,-0.010,0.3681,0.0030,-0.0030,1.47418,0.00055,-0.00057,3.4,4.5,-2.4,,,,0.91466,0.00029,-0.00031,7.4521,0.0016,-0.0016,18.797,0.022,-0.022,0.090238,0.000034,-0.000035,220,290,-150,988.82,0.57,-0.57,-30,10,-11,,,,6.87,Kepler-448,1,999,6480,140,-120,1.692,0.026,-0.028,1.352,0.063,-0.066,-0.00,0.13,-0.14,[Fe/H],4.1127,0.0068,-0.0072,2.63,0.70,-0.56,136,20,-19,1,1,1.0,N
Kepler-63 b,Kepler-63,TIC 299158887,b,9.43415215,0.00000027,-0.00000028,2455010.84298,0.00012,-0.00017,BJD_TDB,0.0866,0.0028,-0.0022,0.067,0.065,-0.045,201,62,-32,87.86,0.13,-0.11,0.7399,0.0013,-0.0013,0.59847,0.00062,-0.00078,0.25,0.17,-0.14,,,,0.40310,0.00025,-0.00025,2.8861,0.0016,-0.0016,19.51,0.63,-0.49,0.064460,0.000067,-0.000083,27,19,-16,785,10,-12,-100,24,-19,,,,6.56,Kepler-63,1,999,5385,73,-71,0.941,0.024,-0.025,0.933,0.050,-0.041,0.251,0.077,-0.080,[Fe/H],4.461,0.032,-0.026,7.7,3.6,-4.1,4.56,0.59,-0.59,1,1,1.0,N
Kepler-89 d,Kepler-89,TIC 273231214,d,10.423720,0.000010,-0.000011,2457764.5650,0.0016,-0.0017,BJD_TDB,0.1022,0.0027,-0.0032,0.10,0.20,-0.07,200,130,-110,89.03,0.60,-0.64,0.25,0.18,-0.15,0.3814,0.0056,-0.0038,0.019,0.015,-0.011,,,,0.0848,0.0013,-0.0012,5.264,0.030,-0.027,15.13,0.41,-0.48,0.02698,0.00039,-0.00026,1.8,1.4,-1.1,998,16,-13,-6.3,6.6,-6.7,,,,,Kepler-89,1,999,6000,100,-100,1.380,0.038,-0.037,1.119,0.062,-0.063,0.149,0.078,-0.075,[Fe/H],4.209,0.026,-0.033,5.9,2.2,-1.5,7.60,0.37,-0.36,1,1,1.0,Y
Kepler-8 b,Kepler-8,TIC 123233041,b,3.52249878,0.00000022,-0.00000022,2454954.11938,0.00038,-0.00035,BJD_TDB,0.0470,0.0025,-0.0016,0.058,0.056,-0.041,240,80,-150,84.02,0.57,-0.44,0.733,0.008,-0.011,1.357,0.013,-0.016,0.65,0.16,-0.15,,,,0.9090,0.0015,-0.0018,3.2593,0.0077,-0.0074,6.91,0.37,-0.23,0.0953,0.0009,-0.0011,70,16,-16,1579,27,-40,7.9,6.3,-6.3,,,,7.52,Kepler-8,1,999,6320,140,-130,1.526,0.050,-0.061,1.281,0.074,-0.076,0.004,0.053,-0.048,[Fe/H],4.175,0.051,-0.036,2.9,1.3,-1.2,9.42,0.81,-0.77,1,1,1.0,N
LP 261-75A b,LP 261-75A,TIC 67646988,b,1.88172265,0.00000015,-0.00000015,2460417.798468,0.000096,-0.000095,BJD_TDB,0.02160,0.00015,-0.00018,0.0027,0.0025,-0.0018,260,80,-230,89.77,0.15,-0.19,0.060,0.050,-0.040,0.8916,0.0054,-0.0069,69.01,0.71,-0.61,,,,10.237,0.037,-0.042,1.2437,0.0078,-0.0061,14.97,0.10,-0.12,0.2953,0.0018,-0.0023,21860,91,-90,529.4,2.2,-1.8,13,12,-13,,,,21.80,LP 261-75A,1,999,3207,48,-47,0.283,0.010,-0.011,0.287,0.029,-0.032,0.16,0.12,-0.12,[Fe/H],4.992,0.016,-0.018,6.0,5.1,-4.2,7.27,0.44,-0.34,1,1,1.0,N
MASCARA-1 b,MASCARA-1,TIC 354619337,b,2.14877069,0.00000033,-0.00000033,2458833.48775,0.00022,-0.00022,BJD_TDB,0.03898,0.00029,-0.00042,0.007,0.012,-0.005,180,110,-120,88.97,0.71,-0.94,0.077,0.069,-0.053,1.5504,0.0057,-0.0046,3.7,1.6,-1.6,,,,0.745,0.022,-0.018,4.1710,0.0071,-0.0069,4.288,0.031,-0.046,0.08149,0.00030,-0.00024,400,170,-170,2418,13,-9,,,,,,,,MASCARA-1,1,999,7660,100,-80,1.990,0.028,-0.028,1.798,0.060,-0.059,0.018,0.092,-0.090,[Fe/H],4.096,0.009,-0.011,0.82,0.12,-0.12,,,,1,1,1.0,N
MASCARA-4 b,MASCARA-4,TIC 371443216,b,2.82406795,0.00000013,-0.00000014,2458909.66184,0.00027,-0.00021,BJD_TDB,0.0540,0.0033,-0.0025,0.14,0.11,-0.09,320,30,-300,86.32,0.41,-0.42,0.373,0.016,-0.017,1.7327,0.0075,-0.0058,1.34,0.28,-0.27,,,,0.8744,0.0078,-0.0050,3.9632,0.0047,-0.0049,5.74,0.35,-0.27,0.08798,0.00038,-0.00029,160,31,-31,2048,50,-60,,,,,,,,MASCARA-4,1,999,8750,730,-580,1.832,0.071,-0.073,1.97,0.16,-0.13,-0.013,0.080,-0.078,[Fe/H],4.204,0.061,-0.049,0.40,0.22,-0.19,,,,1,1,1.0,Y
NGTS-2 b,NGTS-2,TIC 125739286,b,4.5111241,0.0000015,-0.0000015,2457759.12619,0.00044,-0.00042,BJD_TDB,0.0586,0.0024,-0.0024,0.062,0.078,-0.044,220,110,-200,87.3,1.1,-0.7,0.36,0.09,-0.16,1.591,0.023,-0.026,0.92,0.22,-0.22,,,,1.151,0.021,-0.019,4.689,0.028,-0.028,7.71,0.32,-0.32,0.1001,0.0015,-0.0016,89,21,-21,1558,33,-31,-9.7,6.9,-6.8,,,,21.54,NGTS-2,1,999,6620,150,-170,1.682,0.063,-0.059,1.441,0.068,-0.069,0.016,0.069,-0.060,[Fe/H],4.145,0.039,-0.040,1.71,0.76,-0.59,16.12,0.75,-0.76,1,1,1.0,N
Qatar-1 b,Qatar-1,TIC 236887394,b,1.420024064,0.000000030,-0.000000030,2456234.103994,0.000077,-0.000078,BJD_TDB,0.02267,0.00035,-0.00030,0.014,0.017,-0.010,200,100,-130,84.37,0.21,-0.20,0.622,0.013,-0.013,1.092,0.011,-0.010,1.270,0.041,-0.050,,,,2.365,0.011,-0.011,1.6673,0.0076,-0.0080,6.328,0.097,-0.083,0.1458,0.0015,-0.0013,261,8,-11,1262.4,8.4,-9.5,-7,11,-11,,,,4.60,Qatar-1,1,999,4810,52,-49,0.784,0.015,-0.015,0.813,0.034,-0.031,0.233,0.097,-0.096,[Fe/H],4.559,0.015,-0.014,7.5,4.0,-4.2,1.63,0.28,-0.29,1,1,1.0,Y
Qatar-2 b,Qatar-2,TIC 2521105,b,1.337116498,0.000000046,-0.000000046,2455624.267201,0.000042,-0.000041,BJD_TDB,0.02145,0.00040,-0.00032,0.025,0.018,-0.016,300,30,-140,88.67,0.66,-0.42,0.155,0.049,-0.077,1.1091,0.0060,-0.0067,2.604,0.083,-0.082,,,,3.612,0.020,-0.021,1.8309,0.0058,-0.0056,6.55,0.12,-0.10,0.16185,0.00087,-0.00098,588,17,-18,1174,9,-11,34,23,-55,,,,4.20,Qatar-2,1,999,4548,54,-51,0.706,0.013,-0.014,0.744,0.029,-0.028,0.156,0.076,-0.079,[Fe/H],4.612,0.018,-0.015,6.1,4.7,-4.1,2.62,0.46,-0.41,1,1,1.0,N
Qatar-4 b,Qatar-4,TIC 440113053,b,1.80536478,0.00000033,-0.00000032,2457637.77447,0.00039,-0.00040,BJD_TDB,0.02752,0.00072,-0.00075,0.058,0.068,-0.041,205,68,-50,88.4,1.1,-1.2,0.22,0.16,-0.15,1.199,0.028,-0.030,5.09,0.32,-0.27,,,,2.71,0.12,-0.12,2.118,0.025,-0.023,7.52,0.20,-0.21,0.1566,0.0036,-0.0039,986,69,-59,1217,17,-16,-30,23,-24,,,,8.75,Qatar-4,1,999,5144,76,-76,0.789,0.022,-0.021,0.859,0.035,-0.037,0.160,0.078,-0.077,[Fe/H],4.578,0.025,-0.027,3.6,4.3,-2.6,6.54,0.56,-0.49,1,1,1.0,N
Qatar-6 b,Qatar-6,TIC 311133118,b,3.50619788,0.00000044,-0.00000043,2457784.03518,0.00021,-0.00020,BJD_TDB,0.04075,0.00093,-0.00093,0.040,0.029,-0.025,60,130,-30,85.74,0.19,-0.21,0.880,0.020,-0.017,1.084,0.037,-0.027,0.685,0.032,-0.030,,,,1.809,0.013,-0.014,1.615,0.018,-0.018,12.14,0.28,-0.28,0.1544,0.0052,-0.0038,111.7,5.4,-5.2,911,11,-10,0.5,2.5,-2.5,,,,6.83,Qatar-6,1,999,4912,67,-65,0.732,0.018,-0.017,0.764,0.031,-0.028,-0.003,0.066,-0.062,[Fe/H],4.593,0.022,-0.022,6.0,4.3,-3.7,2.72,0.33,-0.32,1,1,1.0,Y
Qatar-7 b,Qatar-7,TIC 291685334,b,2.03202273,0.00000096,-0.00000099,2458043.3214,0.0010,-0.0010,BJD_TDB,0.0339,0.0017,-0.0017,0.15,0.11,-0.09,261,57,-54,86.6,2.0,-1.3,0.32,0.13,-0.20,1.474,0.023,-0.025,1.88,0.28,-0.26,,,,1.252,0.026,-0.024,3.559,0.034,-0.033,5.10,0.26,-0.26,0.1060,0.0017,-0.0018,254,38,-35,1800,47,-45,-6,17,-18,,,,6.72,Qatar-7,1,999,6190,140,-140,1.441,0.062,-0.058,1.289,0.070,-0.072,0.272,0.078,-0.078,[Fe/H],4.231,0.049,-0.051,2.7,1.7,-1.5,13.81,0.49,-0.48,1,1,1.0,N
TIC 241249530 b,TIC 241249530,TIC 241249530,b,165.77198,0.00028,-0.00030,2458860.8007,0.0011,-0.0011,BJD_TDB,0.661,0.035,-0.035,0.9420,0.0012,-0.0012,42.10,0.66,-0.56,85.3,1.0,-0.9,0.57,0.07,-0.11,1.233,0.032,-0.036,4.54,0.28,-0.25,,,,0.857,0.050,-0.039,2.413,0.070,-0.062,100.4,5.4,-5.3,0.0895,0.0023,-0.0026,466.0,7.6,-8.1,391,11,-10,160,9,-10,,,,6.09,TIC 241249530,1,999,6170,130,-130,1.347,0.058,-0.056,1.208,0.069,-0.077,0.091,0.029,-0.030,[Fe/H],4.261,0.051,-0.054,3.2,2.2,-1.8,7.1,1.3,-1.4,1,1,1.0,Y
TOI-1135 b,TOI-1135,TIC 154872375,b,8.0277317,0.0000011,-0.0000011,2460466.30862,0.00020,-0.00020,BJD_TDB,0.0813,0.0042,-0.0033,0.09,0.16,-0.07,230,110,-130,88.68,0.28,-0.26,0.333,0.053,-0.068,0.866,0.011,-0.007,0.068,0.042,-0.037,,,,0.584,0.015,-0.009,4.464,0.012,-0.012,14.30,0.73,-0.58,0.07287,0.00091,-0.00061,8.0,4.7,-4.3,1014,21,-25,-53.0,9.2,-8.2,,,,10.33,TOI-1135,1,999,5990,120,-110,1.193,0.041,-0.043,1.041,0.069,-0.064,-0.042,0.068,-0.065,[Fe/H],4.300,0.050,-0.042,5.9,3.1,-2.8,9.4,1.8,-1.6,1,1,1.0,N
TOI-1181 b,TOI-1181,TIC 229510866,b,2.10319404,0.00000013,-0.00000014,2459481.516577,0.000043,-0.000043,BJD_TDB,0.03568,0.00039,-0.00046,0.009,0.011,-0.006,132,96,-46,85.63,0.44,-0.38,0.307,0.024,-0.029,1.4131,0.0031,-0.0032,1.129,0.022,-0.021,,,,0.6689,0.0010,-0.0011,4.1180,0.0050,-0.0050,4.064,0.045,-0.052,0.07691,0.00017,-0.00017,146.1,2.4,-2.3,1942,13,-11,-4.0,4.0,-4.0,,,,23.64,TOI-1181,1,999,6040,78,-75,1.891,0.034,-0.032,1.375,0.056,-0.053,0.112,0.092,-0.093,[Fe/H],4.023,0.012,-0.013,3.19,0.52,-0.52,11.57,0.39,-0.41,1,1,1.0,N
TOI-1259 A b,TOI-1259 A,TIC 288735205,b,3.47797942,0.00000012,-0.00000013,2458686.700423,0.000042,-0.000043,BJD_TDB,0.04084,0.00067,-0.00091,0.027,0.030,-0.019,160,120,-110,89.78,0.18,-0.27,0.047,0.056,-0.037,1.0554,0.0061,-0.0049,0.455,0.053,-0.052,,,,2.794,0.030,-0.021,2.4847,0.0036,-0.0036,12.26,0.20,-0.27,0.15138,0.00087,-0.00070,72.5,8.2,-8.2,871.9,9.9,-7.0,25,44,-66,,,,5.59,TOI-1259 A,1,999,4689,62,-61,0.725,0.019,-0.018,0.775,0.042,-0.040,0.19,0.23,-0.23,[Fe/H],4.607,0.017,-0.021,5.1,5.1,-3.6,2.1,2.7,-0.6,1,1,1.0,Y
TOI-1268 b,TOI-1268,TIC 142394656,b,8.1577285,0.0000016,-0.0000016,2458711.74741,0.00019,-0.00019,BJD_TDB,0.0770,0.0025,-0.0025,0.269,0.059,-0.056,331.3,7.3,-8.0,89.53,0.31,-0.31,0.16,0.11,-0.11,0.7650,0.0057,-0.0044,0.156,0.026,-0.023,,,,0.9564,0.0045,-0.0049,3.910,0.016,-0.015,18.88,0.61,-0.60,0.08968,0.00066,-0.00051,18.4,2.9,-2.7,789,13,-13,7,18,-20,,,,10.09,TOI-1268,1,999,5151,79,-74,0.874,0.027,-0.025,0.905,0.048,-0.044,0.35,0.13,-0.18,[Fe/H],4.512,0.032,-0.032,6.5,4.7,-4.2,3.97,0.37,-0.32,1,1,1.0,N
TOI-1431 b,TOI-1431,TIC 375506058,b,2.65023114,0.00000014,-0.00000013,2458739.177536,0.000077,-0.000077,BJD_TDB,0.04703,0.00031,-0.00030,0.0176,0.0050,-0.0049,79.4,9.9,-8.7,79.79,0.12,-0.12,0.8832,0.0018,-0.0019,1.571,0.010,-0.007,3.003,0.023,-0.024,,,,0.6117,0.0067,-0.0041,2.4932,0.0045,-0.0044,5.068,0.034,-0.032,0.08090,0.00052,-0.00038,296.3,1.7,-1.6,2055.8,6.6,-6.8,-161.7,4.4,-3.7,,,,8.13,TOI-1431,1,999,7383,78,-71,1.944,0.024,-0.026,1.828,0.062,-0.064,0.29,0.09,-0.14,[Fe/H],4.1225,0.0078,-0.0080,0.59,0.16,-0.13,3.35,0.43,-0.39,1,1,1.0,N
TOI-1478 b,TOI-1478,TIC 409794137,b,10.1802117,0.0000020,-0.0000020,2458607.90912,0.00029,-0.00029,BJD_TDB,0.0907,0.0030,-0.0032,0.057,0.033,-0.034,88,31,-26,89.17,0.62,-0.35,0.27,0.11,-0.20,0.965,0.033,-0.023,0.853,0.045,-0.043,,,,1.185,0.091,-0.058,3.986,0.029,-0.026,19.74,0.66,-0.69,0.1004,0.0034,-0.0024,81.2,3.5,-3.5,825,15,-13,18,30,-18,,,,7.22,TOI-1478,1,999,5648,80,-80,0.995,0.029,-0.028,0.979,0.055,-0.054,0.071,0.072,-0.067,[Fe/H],4.434,0.033,-0.037,5.3,4.0,-3.3,0.99,0.29,-0.15,1,1,1.0,N
