System,teff,teffuerr,tefflerr,pflag,lambdadeg,lambdauerr,lambdalerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_teff,st_teffuerr,st_tefflerr,st_mass,st_massuerr,st_masslerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
KELT-09,9329,118,118,n,-84.8,1.4,1.4,-999.0,-999.0,-999.0,Gaudi_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G,84.8,1.4,1.4,0,NG,n,DT,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,10170.0,450.0,450.0,2.52,0.25,0.2,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,n,-85.78,0.46,0.46,-999.0,-999.0,-999.0,Borsa_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019A%26A...631A..34B,85.78,0.46,0.46,0,NG,n,RM,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,10170.0,450.0,450.0,2.52,0.25,0.2,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,n,-85.01,0.23,0.23,-999.0,-999.0,-999.0,Wyttenbach_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...638A..87W,85.01,0.23,0.23,0,NG,n,DT,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,10170.0,450.0,450.0,2.52,0.25,0.2,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,n,-88.0,15.0,15.0,87.0,10.0,11.0,Ahlers_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020AJ....160....4A,88.0,15.0,15.0,0,NG,n,GD,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,10170.0,450.0,450.0,2.52,0.25,0.2,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-09,9329,118,118,y,-84.8,0.3,0.3,87.47,0.18,0.19,Stephen_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022ApJ...931..111S,84.8,0.3,0.3,0,NG,y,DT,1.4811235,1.1e-06,1.1e-06,0.0,,,0.03462,0.0011,0.00093,86.79,0.25,0.25,2.88,0.84,0.84,1.891,0.061,0.053,0.08228,0.00043,0.00043,3.153,0.011,0.011,0.177,0.014,0.014,3.91584,0.01152,0.01152,10170.0,450.0,450.0,2.52,0.25,0.2,2.362,0.075,0.063,-0.03,0.2,0.2,4.093,0.014,0.014,0.3,,
KELT-10,5948,74,74,y,-5.2,3.4,3.4,-999.0,-999.0,-999.0,Steiner_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...672A.134S,5.2,3.4,3.4,0,,y,RMR,4.1662739,6.3e-06,6.3e-06,,,,0.0525,0.00086,0.00097,88.61,0.86,0.74,0.679,0.039,0.038,1.399,0.069,0.049,0.119,0.0014,0.0012,9.34,0.21,0.32,0.23,0.11,0.14,3.744,0.0384,0.0288,5948.0,74.0,74.0,1.112,0.055,0.061,1.209,0.047,0.035,0.09,0.11,0.1,4.319,0.02,0.03,4.5,0.7,0.7
KELT-11,5375,25,25,y,-77.9,2.4,2.3,-999.0,-999.0,-999.0,Mounzer_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A%26A...668A...1M,77.9,2.3,2.4,0,,y,RRM,4.73620865,3.77e-06,3.77e-06,0.0,,,0.0623,0.00104,0.00104,85.3,0.02,0.02,0.205,0.017,0.017,1.35,0.1,0.1,0.0519,0.0026,0.0026,4.98,0.05,0.05,0.404,0.013,0.018,7.1,0.02,0.02,5375.0,25.0,25.0,1.44,0.07,0.07,2.69,0.04,0.04,0.17,0.07,0.07,3.7,0.1,0.1,,,
KELT-17,7454,49,49,y,-115.9,4.1,4.1,116.0,4.0,4.0,Zhou_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z,115.9,4.1,4.1,0,,y,RM&DT,3.0801716,5.3e-06,5.2e-06,,,,0.04881,0.00065,0.00061,84.87,0.45,0.43,1.31,0.28,0.29,1.525,0.065,0.06,0.09526,0.00088,0.00085,6.38,0.18,0.18,0.57,0.031,0.035,3.4752,0.0336,0.0312,7454.0,49.0,49.0,1.635,0.066,0.061,1.645,0.06,0.055,-0.018,0.074,0.072,4.22,0.022,0.024,0.65,0.15,0.15
KELT-18,6670,120,120,y,-94.8,0.7,0.7,91.7,2.2,1.8,Rubenzahl_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..188R,94.8,0.7,0.7,0,NG,y,RRM,2.8717518,2.8e-06,2.8e-06,0.0,,,0.0455,0.00067,0.00069,88.86,0.79,1.2,1.18,0.11,0.11,1.57,0.042,0.036,0.08462,0.00091,0.00091,5.138,0.038,0.078,0.102,0.1,0.071,4.644,0.0264,0.024,6670.0,120.0,120.0,1.524,0.069,0.068,1.908,0.042,0.035,0.09,0.13,0.13,4.0599,0.0096,0.014,1.9,0.2,0.2
KELT-19,7500,110,110,n,-179.7,3.7,3.8,-999.0,-999.0,-999.0,Siverd_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S,179.7,3.8,3.7,0,NG,n,DT,4.6117093,8.8e-06,8.8e-06,,,,0.0637,0.0031,0.0027,85.41,0.34,0.31,4.07,,,1.91,0.11,0.11,0.10713,0.00092,0.00092,7.5,0.2,0.18,0.601,0.026,0.03,4.3944,0.036,0.036,7500.0,110.0,110.0,1.62,0.25,0.2,1.83,0.099,0.099,-0.12,0.51,0.51,4.127,0.029,0.029,,,
KELT-19,7500,110,110,y,-179.7,3.7,3.8,155.0,17.0,21.0,Kawai_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024MNRAS.528..270K,179.7,3.8,3.7,0,NG,y,GD,4.6117093,8.8e-06,8.8e-06,,,,0.0637,0.0031,0.0027,85.41,0.34,0.31,4.07,,,1.91,0.11,0.11,0.10713,0.00092,0.00092,7.5,0.2,0.18,0.601,0.026,0.03,4.3944,0.036,0.036,7500.0,110.0,110.0,1.62,0.25,0.2,1.83,0.099,0.099,-0.12,0.51,0.51,4.127,0.029,0.029,,,
KELT-20,8652,160,160,n,3.4,2.1,2.1,-999.0,-999.0,-999.0,Lund_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L,3.4,2.1,2.1,0,,n,RM&DT,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,8720.0,250.0,260.0,1.76,0.14,0.19,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-20,8652,160,160,n,0.6,4.0,4.0,-999.0,-999.0,-999.0,Talens_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A%26A...612A..57T,0.6,4.0,4.0,0,,n,DT,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,8720.0,250.0,260.0,1.76,0.14,0.19,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-20,8652,160,160,n,1.6,3.1,3.1,-999.0,-999.0,-999.0,Hoeijmakers_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A%26A...641A.120H,1.6,3.1,3.1,0,,y,DT,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,8720.0,250.0,260.0,1.76,0.14,0.19,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-20,8652,160,160,y,3.9,1.1,1.1,5.0,11.0,11.0,Singh_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A%26A...683A...1S,3.9,1.1,1.1,0,,n,GD,3.4741085,1.9e-06,1.9e-06,0.0,,,0.0542,0.0014,0.0021,86.12,0.28,0.27,3.382,,,1.741,0.069,0.074,0.1144,0.00062,0.00061,7.42,0.13,0.13,0.503,0.025,0.028,3.57552,0.02184,0.02112,8720.0,250.0,260.0,1.76,0.14,0.19,1.565,0.057,0.064,-0.29,0.22,0.36,4.29,0.017,0.02,0.6,,
KELT-21,7598,81,84,y,-5.6,1.7,1.9,-999.0,-999.0,-999.0,Johnson_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J,5.6,1.9,1.7,0,,y,DT,3.6127647,3.3e-06,3.3e-06,0.0,,,0.05224,0.00035,0.00034,86.46,0.38,0.34,3.91,,,1.586,0.039,0.04,0.09952,0.00071,0.00073,6.86,0.13,0.12,0.423,0.033,0.039,4.10544,0.02184,0.02208,7598.0,81.0,84.0,1.458,0.029,0.028,1.638,0.034,0.034,-0.405,0.032,0.033,4.173,0.015,0.014,1.6,0.1,0.1
KELT-24,6426,91,93,n,2.6,5.1,3.6,-999.0,-999.0,-999.0,Rodriguez_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R,2.6,5.1,3.6,0,SFNG,n,RM,5.55149296,5e-07,5.3e-07,0.0319,0.0079,0.0074,0.0665,0.0011,0.0011,89.67,0.24,0.36,4.59,0.18,0.18,1.134,0.027,0.026,0.087024,0.00012,9.3e-05,10.67,0.15,0.16,0.061,0.066,0.045,4.3032,0.0038,0.0038,6426.0,93.0,91.0,1.268,0.063,0.063,1.338,0.032,0.03,0.138,0.086,0.082,4.287,0.014,0.014,1.98,0.95,0.79
KELT-24,6426,91,93,n,1.2,8.2,7.4,-999.0,-999.0,-999.0,Hjorth_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019A%26A...631A..76H,1.2,8.2,7.4,0,SFNG,n,RM&DT,5.55149296,5e-07,5.3e-07,0.0319,0.0079,0.0074,0.0665,0.0011,0.0011,89.67,0.24,0.36,4.59,0.18,0.18,1.134,0.027,0.026,0.087024,0.00012,9.3e-05,10.67,0.15,0.16,0.061,0.066,0.045,4.3032,0.0038,0.0038,6426.0,93.0,91.0,1.268,0.063,0.063,1.338,0.032,0.03,0.138,0.086,0.082,4.287,0.014,0.014,1.98,0.95,0.79
KELT-24,6426,91,93,y,1.4,4.9,4.7,-999.0,-999.0,-999.0,Giovinazzi_et_al._(2024),https://ui.adsabs.harvard.edu/abs/arXiv:2406.04288,1.4,4.9,4.7,0,SFNG,y,RM,5.55149296,5e-07,5.3e-07,0.0319,0.0079,0.0074,0.0665,0.0011,0.0011,89.67,0.24,0.36,4.59,0.18,0.18,1.134,0.027,0.026,0.087024,0.00012,9.3e-05,10.67,0.15,0.16,0.061,0.066,0.045,4.3032,0.0038,0.0038,6426.0,93.0,91.0,1.268,0.063,0.063,1.338,0.032,0.03,0.138,0.086,0.082,4.287,0.014,0.014,1.98,0.95,0.79
Kepler-008,6213,150,150,n,-26.4,10.1,10.1,-999.0,-999.0,-999.0,Jenkins_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...724.1108J,26.4,10.1,10.1,0,,n,RM,3.5224991,7e-07,7e-07,0.0,,,0.0474,0.0018,0.0021,83.978,0.036,0.033,0.59,0.13,0.12,1.416,0.053,0.062,0.095751,0.00019,0.00023,6.854,0.018,0.017,0.7191,0.0021,0.0023,3.19061,0.00633,0.00633,6213.0,150.0,150.0,1.213,0.067,0.062,1.486,0.053,0.062,-0.055,0.03,0.03,4.174,0.026,0.026,3.47,0.6,0.5
Kepler-008,6213,150,150,y,5.0,7.0,7.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,5.0,7.0,7.0,0,,y,RM,3.5224991,7e-07,7e-07,0.0,,,0.0474,0.0018,0.0021,83.978,0.036,0.033,0.59,0.13,0.12,1.416,0.053,0.062,0.095751,0.00019,0.00023,6.854,0.018,0.017,0.7191,0.0021,0.0023,3.19061,0.00633,0.00633,6213.0,150.0,150.0,1.213,0.067,0.062,1.486,0.053,0.062,-0.055,0.03,0.03,4.174,0.026,0.026,3.47,0.6,0.5
Kepler-009b,5774,60,60,y,-13.0,16.0,16.0,-999.0,-999.0,-999.0,Wang_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...70W,13.0,16.0,16.0,0,,y,RM,19.23891,6e-05,6e-05,0.0609,0.001,0.0013,0.143,0.007,0.006,88.982,0.007,0.005,0.13655099,0.00503414,0.00629267,0.73958426,0.04817557,0.03836203,0.0776,0.0019,0.0015,31.3,1.1,1.5,0.59,0.06,0.05,4.243,0.13,0.06,5774.0,60.0,60.0,1.022,0.029,0.039,0.958,0.02,0.02,0.05,0.07,0.07,4.49,0.02,0.03,2.0,2.0,1.3
Kepler-013,7650,250,250,n,23.0,4.0,4.0,-999.0,-999.0,-999.0,Barnes_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJS..197...10B,23.0,4.0,4.0,0,NG,n,GD,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,7650.0,250.0,250.0,1.72,0.1,0.1,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,n,58.6,2.0,2.0,-999.0,-999.0,-999.0,Johnson_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014ApJ...790...30J,58.6,2.0,2.0,0,NG,n,DT,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,7650.0,250.0,250.0,1.72,0.1,0.1,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,n,58.6,2.0,2.0,60.0,2.0,2.0,Masuda_(2015),https://ui.adsabs.harvard.edu/abs/2015ApJ...805...28M,58.6,2.0,2.0,0,NG,n,GD,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,7650.0,250.0,250.0,1.72,0.1,0.1,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,y,59.2,0.05,0.05,60.25,0.05,0.05,Howarth_&amp;_Morello_(2017),https://ui.adsabs.harvard.edu/abs/2017MNRAS.470..932H,59.2,0.05,0.05,0,NG,y,DT,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,7650.0,250.0,250.0,1.72,0.1,0.1,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-013,7650,250,250,n,-27.9,1.1,1.1,-999.0,-999.0,-999.0,Herman_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....155...13H,27.9,1.1,1.1,0,NG,n,GD,1.763588,1e-06,1e-06,0.00064,0.00012,0.00016,0.03641,0.00087,0.00087,86.77,0.048,0.052,9.28,0.16,0.16,1.512,0.035,0.035,0.087373,2.3e-05,2.4e-05,4.5007,0.0039,0.004,0.2536,0.0038,0.0035,3.16877,0.0029,0.0029,7650.0,250.0,250.0,1.72,0.1,0.1,1.74,0.04,0.04,0.2,0.2,0.2,4.2,0.5,0.5,1.12,0.13,0.07
Kepler-017,5781,85,85,y,0.0,15.0,15.0,0.0,15.0,15.0,D&eacute;sert_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D,0.0,15.0,15.0,0,,y,SC,1.4857108,2e-07,2e-07,0.011,,,0.02591,0.00037,0.00036,87.2,0.15,0.15,2.45,0.11,0.11,1.31,0.02,0.02,0.13031,0.00022,0.00018,5.48,0.02,0.02,0.268,0.014,0.012,2.2764,0.00168,0.00168,5781.0,85.0,85.0,1.04,,,1.01034,,,0.26,0.1,0.1,4.44616,,,1.8,0.0,1.8
Kepler-025c,6270,79,79,n,-0.5,5.7,5.7,-999.0,-999.0,-999.0,Albrecht_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A,0.5,5.7,5.7,0,NG,n,RM,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,6354.0,27.0,27.0,1.165,0.027,0.029,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-025c,6270,79,79,n,9.4,7.1,7.1,26.9,7.0,9.2,Benomar_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014PASJ...66...94B,9.4,7.1,7.1,0,NG,n,AS,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,6354.0,27.0,27.0,1.165,0.027,0.029,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-025c,6270,79,79,n,-999.0,-999.0,-999.0,12.6,6.7,11.0,Campante_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...819...85C,999.0,-999.0,-999.0,0,NG,n,AS,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,6354.0,27.0,27.0,1.165,0.027,0.029,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-025c,6270,79,79,y,-0.9,7.7,6.4,24.1,9.29,9.3,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,0.9,6.4,7.7,0,NG,y,RMR,12.7207,0.00011,0.0001,0.0061,0.0049,0.0041,0.1117,0.00111,0.00111,92.764,0.042,0.039,0.0479,0.0041,0.0051,0.46542957,0.00624498,0.00579891,0.03637,0.00012,0.00012,18.44,0.11,0.11,0.88,0.0,0.0,2.862,0.006,0.006,6354.0,27.0,27.0,1.165,0.027,0.029,1.316,0.016,0.015,0.11,0.03,0.03,4.285,0.003,0.003,2.75,0.3,0.3
Kepler-030b,5498,54,54,y,4.0,10.0,10.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2012)_method_1,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,4.0,10.0,10.0,0,,y,SC,29.33434,0.00815,0.00815,0.042,0.003,0.003,0.18,,,90.179,0.167,0.167,0.036,0.004,0.004,0.348,0.018,0.018,0.0351,0.0005,0.0005,37.7,1.8,1.8,0.38,0.12,0.2,4.8,0.096,0.096,5498.0,54.0,54.0,0.99,0.08,0.08,0.95,0.12,0.12,0.18,0.27,0.27,4.77,0.23,0.23,2.0,0.8,0.8
Kepler-030b,5498,54,54,n,-1.0,10.0,10.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2012)_method_2,https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S,1.0,10.0,10.0,0,,n,SC,29.33434,0.00815,0.00815,0.042,0.003,0.003,0.18,,,90.179,0.167,0.167,0.036,0.004,0.004,0.348,0.018,0.018,0.0351,0.0005,0.0005,37.7,1.8,1.8,0.38,0.12,0.2,4.8,0.096,0.096,5498.0,54.0,54.0,0.99,0.08,0.08,0.95,0.12,0.12,0.18,0.27,0.27,4.77,0.23,0.23,2.0,0.8,0.8
Kepler-063,5576,50,50,y,-110.0,22.0,14.0,104.0,9.0,14.0,Sanchis-Ojeda_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S,110.0,14.0,22.0,0,,y,RM,9.4341505,1e-06,1e-06,0.45,,,0.08,0.002,0.002,87.806,0.018,0.019,0.378,,,0.545,0.018,0.018,0.0622,0.001,0.001,19.12,0.08,0.08,0.732,0.003,0.003,2.903,0.003,0.003,5576.0,50.0,50.0,0.984,0.035,0.04,0.901,0.027,0.022,0.05,0.08,0.08,4.52,0.02,0.02,0.21,0.045,0.045
Kepler-063,5576,50,50,n,-135.0,21.0,27.0,115.0,17.0,13.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A%26A...669A..63B,135.0,27.0,21.0,0,,n,RMR,9.4341505,1e-06,1e-06,0.45,,,0.08,0.002,0.002,87.806,0.018,0.019,0.378,,,0.545,0.018,0.018,0.0622,0.001,0.001,19.12,0.08,0.08,0.732,0.003,0.003,2.903,0.003,0.003,5576.0,50.0,50.0,0.984,0.035,0.04,0.901,0.027,0.022,0.05,0.08,0.08,4.52,0.02,0.02,0.21,0.045,0.045
Kepler-089d,6182,82,82,y,-6.0,13.0,11.0,-999.0,-999.0,-999.0,Hirano_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...759L..36H,6.0,11.0,13.0,0,N,y,RM,22.342989,6.7e-06,6.7e-06,0.022,0.038,0.038,0.1684,0.0022,0.0022,89.871,0.123,0.123,0.334,0.035,0.035,1.005,0.095,0.095,0.068016,8e-05,8e-05,23.8,1.9,1.9,0.055,0.051,0.051,6.68603,0.00386,0.00386,6182.0,58.0,58.0,1.277,0.05,0.05,1.52,0.14,0.14,0.0228,0.002,0.002,4.181,0.066,0.066,3.16,0.39,0.39
Kepler-089d,6182,82,82,n,-11.0,11.0,11.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...771...11A,11.0,11.0,11.0,0,N,n,RM,22.342989,6.7e-06,6.7e-06,0.022,0.038,0.038,0.1684,0.0022,0.0022,89.871,0.123,0.123,0.334,0.035,0.035,1.005,0.095,0.095,0.068016,8e-05,8e-05,23.8,1.9,1.9,0.055,0.051,0.051,6.68603,0.00386,0.00386,6182.0,58.0,58.0,1.277,0.05,0.05,1.52,0.14,0.14,0.0228,0.002,0.002,4.181,0.066,0.066,3.16,0.39,0.39
Kepler-1656,5731,60,60,y,35.0,15.0,22.0,-999.0,-999.0,-999.0,Rubenzahl_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024ApJ...971L..40R,35.0,15.0,22.0,0,,y,RM,31.562,0.011,0.011,0.838,0.045,0.029,0.1974,0.0026,0.0026,89.31,0.47,0.51,0.15,0.02,0.02,0.40806565,0.0094567,0.0094567,0.041908,6.9e-05,5.7e-05,118.027,0.116,0.116,0.083,0.065,0.057,2.12435,0.00771,0.00771,5569.0,50.0,50.0,1.03,0.04,0.04,1.1,0.13,0.13,0.19,0.04,0.04,4.40025,0.069737,0.06765,6.31,2.1,2.9
Kepler-408,6088,65,65,y,-999.0,-999.0,-999.0,48.0,4.0,5.0,Kamiaka_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....157..137K,999.0,-999.0,-999.0,0,,y,AS,2.46502,,,0.0,,,0.03592,0.00033,0.00033,87.51,,,0.01573168,,,0.073,0.003,0.003,0.006136,,,5.9,2.4,2.4,0.92,0.01,0.01,1.231,0.0532,0.0532,6104.0,74.0,74.0,1.08,0.07,0.07,1.23,0.03,0.03,-0.2,0.1,0.1,4.294,0.03,0.03,6.68,,
Kepler-420,5520,80,80,y,74.0,32.0,46.0,-999.0,-999.0,-999.0,Santerne_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014A%26A...571A..37S,74.0,32.0,46.0,0,SN,y,RM,86.647661,3.4e-05,3.4e-05,0.772,0.045,0.045,0.382,0.006,0.006,89.66,0.24,0.38,1.45,0.35,0.35,0.94,0.12,0.12,0.081335,0.000394,0.000201,167.911,0.199,0.199,0.0155,0.1467,0.0154,4.2624,0.0145,0.0145,5520.0,80.0,80.0,0.99,0.05,0.05,1.13,0.14,0.14,0.27,0.09,0.09,4.32,0.1,0.1,9.3,3.0,3.0
Kepler-448,6820,120,120,n,12.6,3.0,2.9,-999.0,-999.0,-999.0,Bourrier_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015A%26A...579A..55B,12.6,3.0,2.9,0,,n,RM&DT,17.855182,8e-06,6e-06,0.34,0.08,0.07,0.154,0.004,0.003,88.95,0.15,0.25,1.1,3.5,0.8,1.23,0.06,0.05,0.088385,7.8e-05,5e-05,19.9926,0.0169,0.0169,0.371,0.006,0.006,7.42939,0.00537,0.00537,6635.0,71.0,71.0,1.5,0.1,0.1,1.4,0.07,0.06,0.0815,0.0089,0.0089,4.308,0.024,0.128,1.45,0.43,0.23
